Name,P,q,M1,M2,R1,R2,L1,L2,T1,T2,E_Type
IW Cep,1.609413,0.48,1.25,0.6,1.12,0.7,1.02,1.35,5660,5930,C
IW Cep,1.609413,0.48,1.25,0.6,1.12,0.7,1.02,1.35,5660,5930,C
V1023 Cyg,3.1588172,0.46,1.17,0.54,1.1,0.68,1.02,1.35,5660,5930,C
V1023 Cyg,3.1588172,0.46,1.17,0.54,1.1,0.68,1.02,1.35,5660,5930,C
VX Nor,2.08256,0.43,1.15,0.5,1.1,0.65,1.02,1.35,5660,5930,C
VX Nor,2.08256,0.43,1.15,0.5,1.1,0.65,1.02,1.35,5660,5930,C
MM Ara,1.27828,0.54,1.15,0.62,1.05,0.71,1.02,1.35,5660,5930,C
MM Ara,1.27828,0.54,1.15,0.62,1.05,0.71,1.02,1.35,5660,5930,C
X Pic,0.8619043,0.56,1.1,0.62,1,0.7,1.02,1.35,5660,5930,C
X Pic,0.8619043,0.56,1.1,0.62,1,0.7,1.02,1.35,5660,5930,C
W UMi,1.7011576,0.52,1.17,0.61,1.1,0.7,0.98,1.35,5660,5930,C
W UMi,1.7011576,0.52,1.17,0.61,1.1,0.7,0.98,1.35,5660,5930,C
V1375 Sgr,1.8681,0.56,1.1,0.62,1,0.68,0.98,1.35,5660,5930,C
V1375 Sgr,1.8681,0.56,1.1,0.62,1,0.68,0.98,1.35,5660,5930,C
V1302 Cyg,2.6153526,0.32,0.95,0.3,0.97,0.53,0.98,1.35,5660,5930,C
V1302 Cyg,2.6153526,0.32,0.95,0.3,0.97,0.53,0.98,1.35,5660,5930,C
V777 Cen,1.776028,0.6,1.1,0.66,1,0.75,0.91,1.35,5660,5930,C
V777 Cen,1.776028,0.6,1.1,0.66,1,0.75,0.91,1.35,5660,5930,C
EI Cas,1.68914,0.56,1.08,0.6,1,0.67,0.91,1.35,5660,5930,C
EI Cas,1.68914,0.56,1.08,0.6,1,0.67,0.91,1.35,5660,5930,C
V693 Cyg,1.1347738,0.56,1.1,0.62,1,0.69,0.89,1.35,5660,5930,C
V693 Cyg,1.1347738,0.56,1.1,0.62,1,0.69,0.89,1.35,5660,5930,C
V410 Aur,0.3663565,0.157894737,1.14,0.18,1.33,0.62,1.975706907,0.432238767,5942,5952,C
IQ Vel,3.9262974,0.25,1,0.25,1.35,0.65,1.35,1.513561248,8600,5990,C
IQ Vel,3.9262974,0.25,1,0.25,1.35,0.65,1.35,1.513561248,8600,5990,C
V1430 Cyg,2.0674884,0.39,1.22,0.48,1.15,0.65,1.35,1.513561248,8600,5990,C
V1430 Cyg,2.0674884,0.39,1.22,0.48,1.15,0.65,1.35,1.513561248,8600,5990,C
V370 Ara,2.5885,0.46,1.23,0.72,1.1,0.67,1.35,1.513561248,8600,5990,C
V370 Ara,2.5885,0.46,1.23,0.72,1.1,0.67,1.35,1.513561248,8600,5990,C
V1456 Cyg,2.0646,0.46,1.75,0.8,1.5,0.94,1.02,1.513561248,8600,5990,C
V1456 Cyg,2.0646,0.46,1.75,0.8,1.5,0.94,1.02,1.513561248,8600,5990,C
FG Hya,0.32783433,0.111495845,1.444,0.161,1.405,0.591,2.143134075,0.40882693,5900,6012,C
VZ Lib,0.35825797,0.255405405,1.48,0.378,1.335,0.692,1.961272797,0.567244226,5920,6030,C
V1066 Cyg,1.548602,0.61,1.24,0.76,1.13,1.26,1.92,1.87,6420,6040,C
UV Nor,0.87414,0.61,1.24,0.76,1.13,1.26,1.92,1.87,6420,6040,C
DO Cyg,1.7100091,0.65,1.1,0.72,1,0.72,0.91,1.659586907,15700,6050,C
V902 Cyg,1.6289172,0.48,1.1,0.53,1,0.65,0.91,1.659586907,15700,6050,C
V902 Cyg,1.6289172,0.48,1.1,0.53,1,0.65,0.91,1.659586907,15700,6050,C
V2617 Sgr,0.9972646,0.62,0.91,0.56,0.86,0.61,0.91,1.659586907,15700,6050,C
V2617 Sgr,0.9972646,0.62,0.91,0.56,0.86,0.61,0.91,1.659586907,15700,6050,C
V459 Sgr,1.641569,0.58,1.07,0.62,0.98,0.68,0.89,1.659586907,15700,6050,C
V459 Sgr,1.641569,0.58,1.07,0.62,0.98,0.68,0.89,1.659586907,15700,6050,C
FH Ori,2.15116,0.56,1.06,0.59,0.98,0.62,0.89,1.659586907,15700,6050,C
FH Ori,2.15116,0.56,1.06,0.59,0.98,0.62,0.89,1.659586907,15700,6050,C
RR Lep,0.915428,0.74,1.72,1.27,1.45,1.22,3.82,1.88,6740,6140,C
UV Nor,0.87414,0.74,1.72,1.27,1.45,1.22,3.82,1.88,6740,6140,C
GR Vir,0.3469788,0.124087591,1.37,0.17,1.42,0.61,2.84595175,0.480968891,6300,6163,C
V856 Cyg,2.1735895,0.52,1.6,0.83,1.4,0.9,2.45,1.9498446,5550,6180,C
V856 Cyg,2.1735895,0.52,1.6,0.83,1.4,0.9,2.45,1.9498446,5550,6180,C
V2056 Oph,2.127424,0.5,1.55,0.78,1.35,0.93,1.95,1.9498446,5550,6180,C
V2056 Oph,2.127424,0.5,1.55,0.78,1.35,0.93,1.95,1.9498446,5550,6180,C
V634 Mon,2.1141,0.62,1.1,0.68,1.2,0.86,1.95,1.9498446,5550,6180,C
V634 Mon,2.1141,0.62,1.1,0.68,1.2,0.86,1.95,1.9498446,5550,6180,C
V642 Oph,2.150417,0.4,1.16,0.46,1.1,0.63,1.95,1.9498446,5550,6180,C
V642 Oph,2.150417,0.4,1.16,0.46,1.1,0.63,1.95,1.9498446,5550,6180,C
AU Cir,2.066068,0.35,1.72,0.6,1.55,0.83,1.66,1.9498446,5550,6180,C
AU Cir,2.066068,0.35,1.72,0.6,1.55,0.83,1.66,1.9498446,5550,6180,C
AA Lib,2.20473,0.64,1.7,1.1,1.5,1.05,1.66,1.9498446,5550,6180,C
AA Lib,2.20473,0.64,1.7,1.1,1.5,1.05,1.66,1.9498446,5550,6180,C
GS Pup,2.07284,0.48,1.32,0.63,1.2,0.74,1.66,1.9498446,5550,6180,C
GS Pup,2.07284,0.48,1.32,0.63,1.2,0.74,1.66,1.9498446,5550,6180,C
V799 Aql,2.100617,0.46,1.33,0.61,1.2,0.74,1.66,1.9498446,5550,6180,C
V799 Aql,2.100617,0.46,1.33,0.61,1.2,0.74,1.66,1.9498446,5550,6180,C
V416 Sgr,1.984422,0.48,1.24,0.6,1.13,0.71,1.66,1.9498446,5550,6180,C
V416 Sgr,1.984422,0.48,1.24,0.6,1.13,0.71,1.66,1.9498446,5550,6180,C
AN Gem,2.032457,0.43,1.24,0.53,1.15,0.68,1.35,1.9498446,5550,6180,C
AN Gem,2.032457,0.43,1.24,0.53,1.15,0.68,1.35,1.9498446,5550,6180,C
EI Cen,1.842507,0.42,1.13,0.47,1.07,0.63,1.35,1.9498446,5550,6180,C
EI Cen,1.842507,0.42,1.13,0.47,1.07,0.63,1.35,1.9498446,5550,6180,C
PV Cen,1.91733,0.52,1.1,0.57,1.02,0.66,1.35,1.9498446,5550,6180,C
PV Cen,1.91733,0.52,1.1,0.57,1.02,0.66,1.35,1.9498446,5550,6180,C
EL Mus,2.1593303,0.52,1.22,0.63,1.1,0.72,1.2,1.9498446,5550,6180,C
EL Mus,2.1593303,0.52,1.22,0.63,1.1,0.72,1.2,1.9498446,5550,6180,C
V917 Aql,1.832405,0.82,0.85,0.7,0.8,0.65,1.2,1.9498446,5550,6180,C
V917 Aql,1.832405,0.82,0.85,0.7,0.8,0.65,1.2,1.9498446,5550,6180,C
V2625 Sgr,1.51674,0.4,1.2,0.48,1.1,0.65,1.02,1.9498446,5550,6180,C
V2625 Sgr,1.51674,0.4,1.2,0.48,1.1,0.65,1.02,1.9498446,5550,6180,C
DE Cep,1.938824,0.52,1.18,0.61,1.08,0.7,1.02,1.9498446,5550,6180,C
DE Cep,1.938824,0.52,1.18,0.61,1.08,0.7,1.02,1.9498446,5550,6180,C
OW CrA,1.8539,0.54,1.17,0.63,1.05,0.71,1.02,1.9498446,5550,6180,C
OW CrA,1.8539,0.54,1.17,0.63,1.05,0.71,1.02,1.9498446,5550,6180,C
V1356 Sgr,2.979,0.52,0.9,0.47,0.85,0.58,1.02,1.9498446,5550,6180,C
V1356 Sgr,2.979,0.52,0.9,0.47,0.85,0.58,1.02,1.9498446,5550,6180,C
VY Hya,2.00119519,0.52,1.1,0.57,1.01,0.66,0.98,1.9498446,5550,6180,C
VY Hya,2.00119519,0.52,1.1,0.57,1.01,0.66,0.98,1.9498446,5550,6180,C
CW CrA,1.919673,0.36,1.42,0.5,1.3,0.7,0.89,1.9498446,5550,6180,C
CW CrA,1.919673,0.36,1.42,0.5,1.3,0.7,0.89,1.9498446,5550,6180,C
MY Nor,2.03,0.6,1.1,0.66,1,0.7,0.89,1.9498446,5550,6180,C
MY Nor,2.03,0.6,1.1,0.66,1,0.7,0.89,1.9498446,5550,6180,C
V1001 Oph,1.789398,0.56,1.07,0.6,1,0.67,0.89,1.9498446,5550,6180,C
V1001 Oph,1.789398,0.56,1.07,0.6,1,0.67,0.89,1.9498446,5550,6180,C
SY Ara,1.856632,0.59,1.02,0.6,0.95,0.66,0.89,1.9498446,5550,6180,C
SY Ara,1.856632,0.59,1.02,0.6,0.95,0.66,0.89,1.9498446,5550,6180,C
HS And,1.85714,0.46,1.38,0.64,1.24,0.76,0.79,1.9498446,5550,6180,C
HS And,1.85714,0.46,1.38,0.64,1.24,0.76,0.79,1.9498446,5550,6180,C
TYC 3836-0854-1 ,0.41559,0.20574,1.383,0.284,1.5,0.763,3.155004623,0.763796009,6200,6186,C
AQ Psc,0.47560744,0.222222222,1.26,0.28,1.22,1.18,2.300911922,1.899934744,6445,6247,C
AP Leo,0.43035823,0.297260274,1.46,0.434,1.477,0.817,2.796083264,0.91254193,6150,6250,C
AS Tau,3.483328,0.41,1.6,0.66,1.43,0.83,3.63,2.454708916,9700,6280,C
AS Tau,3.483328,0.41,1.6,0.66,1.43,0.83,3.63,2.454708916,9700,6280,C
EO Mus,2.90289,0.32,1.75,0.56,1.55,0.8,1.95,2.454708916,9700,6280,C
EO Mus,2.90289,0.32,1.75,0.56,1.55,0.8,1.95,2.454708916,9700,6280,C
KP Cep,1.935106,0.35,1.6,0.56,1.5,0.84,1.95,2.454708916,9700,6280,C
KP Cep,1.935106,0.35,1.6,0.56,1.5,0.84,1.95,2.454708916,9700,6280,C
CP Nor,2.46628,0.32,1.62,0.52,1.5,0.78,1.95,2.454708916,9700,6280,C
CP Nor,2.46628,0.32,1.62,0.52,1.5,0.78,1.95,2.454708916,9700,6280,C
CD Eri,2.876728,0.41,1.6,0.66,1.42,0.8,1.95,2.454708916,9700,6280,C
CD Eri,2.876728,0.41,1.6,0.66,1.42,0.8,1.95,2.454708916,9700,6280,C
XY Cep,2.774527,0.46,1.55,0.71,1.4,0.85,1.95,2.454708916,9700,6280,C
XY Cep,2.774527,0.46,1.55,0.71,1.4,0.85,1.95,2.454708916,9700,6280,C
PR Lac,2.5830597,0.42,1.5,0.63,1.4,0.8,1.95,2.454708916,9700,6280,C
PR Lac,2.5830597,0.42,1.5,0.63,1.4,0.8,1.95,2.454708916,9700,6280,C
MT Mon,3.536315,0.38,1.55,0.59,1.4,0.78,1.95,2.454708916,9700,6280,C
MT Mon,3.536315,0.38,1.55,0.59,1.4,0.78,1.95,2.454708916,9700,6280,C
V336 Sgr,1.284355,0.32,1.4,0.45,1.3,0.68,1.95,2.454708916,9700,6280,C
V336 Sgr,1.284355,0.32,1.4,0.45,1.3,0.68,1.95,2.454708916,9700,6280,C
CI Aur,1.870016,0.43,1.38,0.59,1.25,0.74,1.95,2.454708916,9700,6280,C
CI Aur,1.870016,0.43,1.38,0.59,1.25,0.74,1.95,2.454708916,9700,6280,C
V1580 Cyg,1.811443,0.4,1.35,0.54,1.25,0.72,1.95,2.454708916,9700,6280,C
V1580 Cyg,1.811443,0.4,1.35,0.54,1.25,0.72,1.95,2.454708916,9700,6280,C
DU Hya,1.66022,0.4,1.3,0.53,1.25,0.75,1.95,2.454708916,9700,6280,C
DU Hya,1.66022,0.4,1.3,0.53,1.25,0.75,1.95,2.454708916,9700,6280,C
V814 Cen,1.16812901,0.35,1.35,0.47,1.25,0.67,1.95,2.454708916,9700,6280,C
V814 Cen,1.16812901,0.35,1.35,0.47,1.25,0.67,1.95,2.454708916,9700,6280,C
IT Pup,1.336177,0.39,1.33,0.52,1.24,0.7,1.95,2.454708916,9700,6280,C
IT Pup,1.336177,0.39,1.33,0.52,1.24,0.7,1.95,2.454708916,9700,6280,C
RV Pic,3.97178,0.36,1.33,0.48,1.24,0.67,1.95,2.454708916,9700,6280,C
RV Pic,3.97178,0.36,1.33,0.48,1.24,0.67,1.95,2.454708916,9700,6280,C
DS Per,2.64135,0.48,1.35,0.65,1.22,0.77,1.95,2.454708916,9700,6280,C
DS Per,2.64135,0.48,1.35,0.65,1.22,0.77,1.95,2.454708916,9700,6280,C
V962 Ori,1.89367,0.46,1.35,0.62,1.22,0.74,1.95,2.454708916,9700,6280,C
V962 Ori,1.89367,0.46,1.35,0.62,1.22,0.74,1.95,2.454708916,9700,6280,C
TZ CMa,1.911446,0.52,1.3,0.69,1.2,0.78,1.95,2.454708916,9700,6280,C
TZ CMa,1.911446,0.52,1.3,0.69,1.2,0.78,1.95,2.454708916,9700,6280,C
WX Sgr,2.12927,0.4,1.23,0.49,1.16,0.66,1.95,2.454708916,9700,6280,C
WX Sgr,2.12927,0.4,1.23,0.49,1.16,0.66,1.95,2.454708916,9700,6280,C
CP Mon,1.8836801,0.65,1.7,1.1,1.45,1.05,1.66,2.454708916,9700,6280,C
CP Mon,1.8836801,0.65,1.7,1.1,1.45,1.05,1.66,2.454708916,9700,6280,C
KL Tel,1.63,0.5,1.65,0.82,1.45,0.97,1.66,2.454708916,9700,6280,C
KL Tel,1.63,0.5,1.65,0.82,1.45,0.97,1.66,2.454708916,9700,6280,C
LY Cep,1.9479836,0.45,1.6,0.72,1.43,0.9,1.66,2.454708916,9700,6280,C
LY Cep,1.9479836,0.45,1.6,0.72,1.43,0.9,1.66,2.454708916,9700,6280,C
IL Car,2.808617,0.5,1.45,0.72,1.3,0.83,1.35,2.454708916,9700,6280,C
IL Car,2.808617,0.5,1.45,0.72,1.3,0.83,1.35,2.454708916,9700,6280,C
V629 Cen,2.319727,0.36,1.37,0.49,1.26,0.73,1.35,2.454708916,9700,6280,C
V629 Cen,2.319727,0.36,1.37,0.49,1.26,0.73,1.35,2.454708916,9700,6280,C
QU Per,2.40036,0.44,1.3,0.57,1.2,0.75,1.35,2.454708916,9700,6280,C
QU Per,2.40036,0.44,1.3,0.57,1.2,0.75,1.35,2.454708916,9700,6280,C
V1451 Cyg,2.2601,0.54,1.2,0.65,1.1,0.7,1.35,2.454708916,9700,6280,C
V1451 Cyg,2.2601,0.54,1.2,0.65,1.1,0.7,1.35,2.454708916,9700,6280,C
V1417 Sgr,2.27,0.4,1.17,0.47,1.1,0.63,1.2,2.454708916,9700,6280,C
V1417 Sgr,2.27,0.4,1.17,0.47,1.1,0.63,1.2,2.454708916,9700,6280,C
FG Car,2.262515,0.4,1.2,0.48,1.13,0.65,1.02,2.454708916,9700,6280,C
FG Car,2.262515,0.4,1.2,0.48,1.13,0.65,1.02,2.454708916,9700,6280,C
ER Peg,2.27467,0.48,1.15,0.55,1.08,0.68,1.02,2.454708916,9700,6280,C
ER Peg,2.27467,0.48,1.15,0.55,1.08,0.68,1.02,2.454708916,9700,6280,C
V1147 Cyg,2.2446,0.5,1.2,0.6,1.15,1.1,0.89,2.454708916,9700,6280,C
V1147 Cyg,2.2446,0.5,1.2,0.6,1.15,1.1,0.89,2.454708916,9700,6280,C
RV Oph,3.6871222,0.59,1.02,0.6,0.95,0.66,0.89,2.454708916,9700,6280,C
RV Oph,3.6871222,0.59,1.02,0.6,0.95,0.66,0.89,2.454708916,9700,6280,C
CR Aps,2.176,0.6,1,0.6,0.95,0.65,0.79,2.454708916,9700,6280,C
CR Aps,2.176,0.6,1,0.6,0.95,0.65,0.79,2.454708916,9700,6280,C
W UMa,0.33363747,0.511111111,1.35,0.69,1.17,0.85,1.617248955,1.026228177,6026,6310,C
V839 Oph,0.408995833,0.29389313,1.572,0.462,1.528,0.874,3.191945182,1.112071779,6250,6349,C
RR Lep,0.915428,0.53,2.28,1.21,1.77,1.31,11.31,2.64,8000,6450,C
ZZ Aur,0.6012154,0.53,2.28,1.21,1.77,1.31,11.31,2.64,8000,6450,C
PT Car,2.65,0.6,1.55,0.94,1.4,1.08,2.75,1.82,6310,6470,C
ZZ Aur,0.6012154,0.6,1.55,0.94,1.4,1.08,2.75,1.82,6310,6470,C
RT LMi,0.37491782,0.379844961,1.29,0.49,1.28,0.84,2.462796238,1.137552715,6400,6513,C
PT Car,2.65,0.6,1.55,0.93,1.67,1.31,6.57,2.78,7180,6540,C
V959 Cyg,1.8398202,0.6,1.55,0.93,1.67,1.31,6.57,2.78,7180,6540,C
V337 Cen,1.86435,0.48,1.75,0.84,1.55,1,5.13,3.630780548,6280,6550,C
V337 Cen,1.86435,0.48,1.75,0.84,1.55,1,5.13,3.630780548,6280,6550,C
V2006 Sgr,1.782253,0.42,1.65,0.69,1.45,0.86,3.63,3.630780548,6280,6550,C
V2006 Sgr,1.782253,0.42,1.65,0.69,1.45,0.86,3.63,3.630780548,6280,6550,C
V1012 Cyg,1.76992159,0.41,1.58,0.65,1.4,0.82,3.63,3.630780548,6280,6550,C
V1012 Cyg,1.76992159,0.41,1.58,0.65,1.4,0.82,3.63,3.630780548,6280,6550,C
V632 Cen,2.891291,0.5,1.3,0.65,1.2,0.75,3.63,3.630780548,6280,6550,C
V632 Cen,2.891291,0.5,1.3,0.65,1.2,0.75,3.63,3.630780548,6280,6550,C
IV Cas,0.9985245,0.42,1.83,0.77,1.58,0.92,2.69,3.630780548,6280,6550,C
IV Cas,0.9985245,0.42,1.83,0.77,1.58,0.92,2.69,3.630780548,6280,6550,C
UU Leo,1.6797409,0.42,1.65,0.7,1.45,0.86,2.69,3.630780548,6280,6550,C
UU Leo,1.6797409,0.42,1.65,0.7,1.45,0.86,2.69,3.630780548,6280,6550,C
VV UMa,0.68738,0.42,1.63,0.68,1.44,0.85,2.69,3.630780548,6280,6550,C
VV UMa,0.68738,0.42,1.63,0.68,1.44,0.85,2.69,3.630780548,6280,6550,C
TV Cru,1.615336,0.54,1.6,0.86,1.42,0.94,2.69,3.630780548,6280,6550,C
TV Cru,1.615336,0.54,1.6,0.86,1.42,0.94,2.69,3.630780548,6280,6550,C
YZ Ant,2.152375,0.44,1.47,0.65,1.32,0.8,2.69,3.630780548,6280,6550,C
YZ Ant,2.152375,0.44,1.47,0.65,1.32,0.8,2.69,3.630780548,6280,6550,C
AS Eri,2.664152,0.42,1.47,0.57,1.32,0.78,2.69,3.630780548,6280,6550,C
AS Eri,2.664152,0.42,1.47,0.57,1.32,0.78,2.69,3.630780548,6280,6550,C
XY CMa,1.409696,0.46,1.45,0.67,1.3,0.8,2.69,3.630780548,6280,6550,C
XY CMa,1.409696,0.46,1.45,0.67,1.3,0.8,2.69,3.630780548,6280,6550,C
V2444 Sgr,1.62204,0.44,1.45,0.63,1.3,0.78,2.69,3.630780548,6280,6550,C
V2444 Sgr,1.62204,0.44,1.45,0.63,1.3,0.78,2.69,3.630780548,6280,6550,C
EM Pup,1.60455,0.4,1.4,0.56,1.3,0.78,2.69,3.630780548,6280,6550,C
EM Pup,1.60455,0.4,1.4,0.56,1.3,0.78,2.69,3.630780548,6280,6550,C
V734 Sgr,1.238322,0.37,1.4,0.52,1.3,0.72,2.69,3.630780548,6280,6550,C
V734 Sgr,1.238322,0.37,1.4,0.52,1.3,0.72,2.69,3.630780548,6280,6550,C
V387 Cas,1.608208,0.5,1.37,0.69,1.2,0.78,2.69,3.630780548,6280,6550,C
V387 Cas,1.608208,0.5,1.37,0.69,1.2,0.78,2.69,3.630780548,6280,6550,C
UZ Ara,1.5999,0.4,1.2,0.48,1.2,0.72,2.69,3.630780548,6280,6550,C
UZ Ara,1.5999,0.4,1.2,0.48,1.2,0.72,2.69,3.630780548,6280,6550,C
AS Vel,1.55788874,0.36,1.26,0.45,1.2,0.66,2.45,3.630780548,6280,6550,C
AS Vel,1.55788874,0.36,1.26,0.45,1.2,0.66,2.45,3.630780548,6280,6550,C
V1411 Cyg,0.776739,0.5,1.33,0.66,1.2,0.76,1.66,3.630780548,6280,6550,C
V1411 Cyg,0.776739,0.5,1.33,0.66,1.2,0.76,1.66,3.630780548,6280,6550,C
GK Cas,2.303715,0.52,1.2,0.63,1.1,0.72,1.35,3.630780548,6280,6550,C
GK Cas,2.303715,0.52,1.2,0.63,1.1,0.72,1.35,3.630780548,6280,6550,C
HV Aqr,0.374457,0.145387454,1.355,0.197,1.448,0.648,3.271567175,0.744186055,6460,6669,C
HL Nor,1.873417,0.5,1.75,0.87,1.5,0.96,4.68,4.168693835,6280,6670,C
HL Nor,1.873417,0.5,1.75,0.87,1.5,0.96,4.68,4.168693835,6280,6670,C
GG Cep,1.9032,0.56,1.65,0.92,1.45,0.98,4.68,4.168693835,6280,6670,C
GG Cep,1.9032,0.56,1.65,0.92,1.45,0.98,4.68,4.168693835,6280,6670,C
AF Gem,1.2435035,0.39,1.55,0.6,1.4,0.79,4.17,4.168693835,6280,6670,C
AF Gem,1.2435035,0.39,1.55,0.6,1.4,0.79,4.17,4.168693835,6280,6670,C
EK Lac,1.537316,0.39,1.8,0.7,1.57,0.89,3.63,4.168693835,6280,6670,C
EK Lac,1.537316,0.39,1.8,0.7,1.57,0.89,3.63,4.168693835,6280,6670,C
V1417 Oph,1.67737,0.46,1.75,0.8,1.55,1,3.63,4.168693835,6280,6670,C
V1417 Oph,1.67737,0.46,1.75,0.8,1.55,1,3.63,4.168693835,6280,6670,C
V795 Sgr,1.35191,0.56,1.8,1,1.53,1.05,3.63,4.168693835,6280,6670,C
V795 Sgr,1.35191,0.56,1.8,1,1.53,1.05,3.63,4.168693835,6280,6670,C
DQ Car,0.86691,0.45,1.7,0.72,1.5,0.9,3.63,4.168693835,6280,6670,C
DQ Car,0.86691,0.45,1.7,0.72,1.5,0.9,3.63,4.168693835,6280,6670,C
VX Mon,1.62967,0.62,1.7,1.05,1.48,1.05,3.63,4.168693835,6280,6670,C
VX Mon,1.62967,0.62,1.7,1.05,1.48,1.05,3.63,4.168693835,6280,6670,C
MU Mon,1.2,0.5,1.7,0.85,1.45,0.94,3.63,4.168693835,6280,6670,C
MU Mon,1.2,0.5,1.7,0.85,1.45,0.94,3.63,4.168693835,6280,6670,C
V456 Mon,1.5732993,0.62,1.65,1.02,1.4,1,3.63,4.168693835,6280,6670,C
V456 Mon,1.5732993,0.62,1.65,1.02,1.4,1,3.63,4.168693835,6280,6670,C
GV Vul,1.01482,0.62,1.65,1,1.4,1,3.63,4.168693835,6280,6670,C
GV Vul,1.01482,0.62,1.65,1,1.4,1,3.63,4.168693835,6280,6670,C
GG Vel,1.475216,0.58,1.6,0.9,1.4,1,3.63,4.168693835,6280,6670,C
GG Vel,1.475216,0.58,1.6,0.9,1.4,1,3.63,4.168693835,6280,6670,C
V994 Sgr,1.418347,0.52,1.4,0.73,1.3,0.9,3.63,4.168693835,6280,6670,C
V994 Sgr,1.418347,0.52,1.4,0.73,1.3,0.9,3.63,4.168693835,6280,6670,C
V458 Cyg,3.533735,0.45,1.5,0.67,1.3,0.8,3.63,4.168693835,6280,6670,C
V458 Cyg,3.533735,0.45,1.5,0.67,1.3,0.8,3.63,4.168693835,6280,6670,C
IO Aps,7.995,0.38,1.42,0.54,1.3,0.73,3.63,4.168693835,6280,6670,C
IO Aps,7.995,0.38,1.42,0.54,1.3,0.73,3.63,4.168693835,6280,6670,C
RX CMa,2.0691121,0.5,1.45,0.72,1.3,0.82,2.69,4.168693835,6280,6670,C
RX CMa,2.0691121,0.5,1.45,0.72,1.3,0.82,2.69,4.168693835,6280,6670,C
V892 Cyg,2.06131496,0.3,1.4,0.42,1.3,0.65,2.45,4.168693835,6280,6670,C
V892 Cyg,2.06131496,0.3,1.4,0.42,1.3,0.65,2.45,4.168693835,6280,6670,C
V1358 Cyg,2.0325492,0.5,1.2,0.6,1.1,0.7,1.35,4.168693835,6280,6670,C
V1358 Cyg,2.0325492,0.5,1.2,0.6,1.1,0.7,1.35,4.168693835,6280,6670,C
LY Gem,1.97,0.4,1.12,0.45,1.07,0.65,1.02,4.168693835,6280,6670,C
LY Gem,1.97,0.4,1.12,0.45,1.07,0.65,1.02,4.168693835,6280,6670,C
V959 Cyg,1.8398202,0.7,2.4,1.68,2.66,1.72,24.72,5.34,7890,6710,C
IW Pav,1.7428,0.7,2.4,1.68,2.66,1.72,24.72,5.34,7890,6710,C
LM And,0.76123,0.44,1.8,0.8,1.55,0.95,4.68,4.677351413,6280,6750,C
LM And,0.76123,0.44,1.8,0.8,1.55,0.95,4.68,4.677351413,6280,6750,C
DO Nor,0.622248,0.41,1.58,0.65,1.4,0.82,4.68,4.677351413,6280,6750,C
DO Nor,0.622248,0.41,1.58,0.65,1.4,0.82,4.68,4.677351413,6280,6750,C
WW Cyg,3.317769,0.41,1.6,0.65,1.42,0.82,4.17,4.677351413,6280,6750,C
WW Cyg,3.317769,0.41,1.6,0.65,1.42,0.82,4.17,4.677351413,6280,6750,C
EX Lac,1.739293,0.44,1.5,0.65,1.35,0.8,4.17,4.677351413,6280,6750,C
EX Lac,1.739293,0.44,1.5,0.65,1.35,0.8,4.17,4.677351413,6280,6750,C
V361 Cas,1.228985,0.44,1.45,0.64,1.33,0.85,4.17,4.677351413,6280,6750,C
V361 Cas,1.228985,0.44,1.45,0.64,1.33,0.85,4.17,4.677351413,6280,6750,C
DY Lac,2.791113,0.49,1.42,0.7,1.35,0.8,3.63,4.677351413,6280,6750,C
DY Lac,2.791113,0.49,1.42,0.7,1.35,0.8,3.63,4.677351413,6280,6750,C
GT Sge,3.8217498,0.41,1.48,0.61,1.33,0.82,3.63,4.677351413,6280,6750,C
GT Sge,3.8217498,0.41,1.48,0.61,1.33,0.82,3.63,4.677351413,6280,6750,C
GL Nor,2.20889,0.46,1.5,0.7,1.3,0.8,3.63,4.677351413,6280,6750,C
GL Nor,2.20889,0.46,1.5,0.7,1.3,0.8,3.63,4.677351413,6280,6750,C
V1024 Cyg,1.53279958,0.37,1.43,0.53,1.34,0.77,2.69,4.677351413,6280,6750,C
V1024 Cyg,1.53279958,0.37,1.43,0.53,1.34,0.77,2.69,4.677351413,6280,6750,C
V690 Cen,1.1814615,0.52,1.47,0.76,1.3,0.85,2.69,4.677351413,6280,6750,C
V690 Cen,1.1814615,0.52,1.47,0.76,1.3,0.85,2.69,4.677351413,6280,6750,C
DZ Mus,3.247619,0.3,1.45,0.44,1.35,0.68,2.45,4.677351413,6280,6750,C
DZ Mus,3.247619,0.3,1.45,0.44,1.35,0.68,2.45,4.677351413,6280,6750,C
V1097 Aql,1.22524,0.39,1.52,0.59,1.35,0.78,6.17,5.12861384,6180,6820,C
V1097 Aql,1.22524,0.39,1.52,0.59,1.35,0.78,6.17,5.12861384,6180,6820,C
CZ Aqr,0.862754,0.48,1.8,0.85,1.6,1,5.13,5.12861384,6180,6820,C
CZ Aqr,0.862754,0.48,1.8,0.85,1.6,1,5.13,5.12861384,6180,6820,C
CL Vel,0.8577303,0.44,1.75,0.77,1.53,0.92,5.13,5.12861384,6180,6820,C
CL Vel,0.8577303,0.44,1.75,0.77,1.53,0.92,5.13,5.12861384,6180,6820,C
V1563 Sgr,1.781,0.3,1.45,0.44,1.4,0.7,5.13,5.12861384,6180,6820,C
V1563 Sgr,1.781,0.3,1.45,0.44,1.4,0.7,5.13,5.12861384,6180,6820,C
V406 Aql,5.818778,0.48,1.75,0.84,1.55,0.96,4.68,5.12861384,6180,6820,C
